"plot_name","xmin","ymin","xmax","ymax"
"2018_SJER_3_252000_4104000_image_628",252901.002,4104711.028,252906.998,4104718.399
"2018_SJER_3_252000_4104000_image_628",252882.62,4104697.62,252883.981,4104699.937
"2018_SJER_3_252000_4104000_image_628",252904.016,4104725.573,252910.495,4104733.934
"2018_SJER_3_252000_4104000_image_628",252895.549,4104732.507,252898.28,4104733.93
"2018_SJER_3_252000_4104000_image_628",252898.553,4104733.041,252900.487,4104733.908
"2018_SJER_3_252000_4104000_image_628",252891.101,4104730.258,252894.432,4104733.42
"2018_SJER_3_252000_4104000_image_628",252877.051,4104729.62,252883.498,4104733.943
"2018_SJER_3_252000_4104000_image_628",252877.011,4104730.518,252880.488,4104733.448
"2018_SJER_3_252000_4104000_image_628",252896.247,4104724.614,252899.894,4104729.48
"2018_SJER_3_252000_4104000_image_628",252889.036,4104720.514,252893.982,4104728.473
"2018_SJER_3_252000_4104000_image_628",252905.056,4104721.026,252911.934,4104727.939
"2018_SJER_3_252000_4104000_image_628",252909.507,4104703.512,252913.998,4104712.475
"2018_SJER_3_252000_4106000_image_234",252335.014,4106314.006,252341.998,4106315.949
"2018_SJER_3_252000_4106000_image_234",252342.757,4106276.068,252343.979,4106277.496
"2018_SJER_3_252000_4106000_image_234",252311.403,4106290.099,252318.979,4106294.489
"2018_SJER_3_252000_4106000_image_234",252311.035,4106292.55,252319.861,4106299.997
"2018_SJER_3_252000_4106000_image_234",252338.503,4106298.546,252340.464,4106300.413
"2018_SJER_3_252000_4106000_image_326",252463.262,4106890.906,252465.422,4106891.833
"2018_SJER_3_252000_4106000_image_326",252476.537,4106888.55,252476.95,4106889.493
"2018_SJER_3_252000_4106000_image_326",252477.002,4106884.052,252480.997,4106885.999
"2018_SJER_3_252000_4106000_image_326",252470.02,4106894.015,252473.474,4106897.491
"2018_SJER_3_252000_4106000_image_326",252458.19,4106896.037,252458.958,4106896.754
"2018_SJER_3_252000_4106000_image_326",252472.665,4106899.25,252474.449,4106900.388
"2018_SJER_3_252000_4106000_image_326",252465.563,4106903.122,252471.457,4106906.98
"2018_SJER_3_252000_4106000_image_326",252458.09,4106906.726,252465.481,4106913.214
"2018_SJER_3_252000_4106000_image_326",252466.51,4106908.529,252475.992,4106914.499
"2018_SJER_3_252000_4106000_image_326",252456.551,4106912.563,252462.495,4106919.407
"2018_SJER_3_252000_4106000_image_326",252468.065,4106914.523,252475.984,4106920.991
"2018_SJER_3_252000_4106000_image_66",252085.509,4106504.061,252094.993,4106513.493
"2018_SJER_3_252000_4106000_image_66",252082.724,4106504.091,252088.981,4106508.601
"2018_SJER_3_252000_4106000_image_66",252076.002,4106504.082,252076.985,4106505.948
"2018_SJER_3_252000_4107000_image_372",252504.014,4107162.054,252507.383,4107165.99
"2018_SJER_3_252000_4107000_image_372",252503.011,4107164.505,252506.98,4107173.989
"2018_SJER_3_252000_4107000_image_372",252502.515,4107173.03,252506.483,4107179.41
"2018_SJER_3_252000_4107000_image_372",252514.521,4107177.004,252523.977,4107186.494
"2018_SJER_3_252000_4107000_image_372",252502.629,4107179.54,252505.965,4107183.15
"2018_SJER_3_252000_4107000_image_372",252502.008,4107182.661,252505.487,4107189.495
"2018_SJER_3_252000_4107000_image_372",252501.522,4107190.503,252504.945,4107197.366
"2018_SJER_3_252000_4107000_image_372",252517.065,4107194.124,252517.407,4107194.417
"2018_SJER_3_252000_4107000_image_372",252501.066,4107197.001,252504.477,4107200.485
"2018_SJER_3_252000_4107000_image_372",252501.08,4107200.15,252503.956,4107201.933
"2018_SJER_3_252000_4107000_image_372",252524.003,4107162.057,252532.498,4107170.487
"2018_SJER_3_252000_4107000_image_477",252678.682,4107278.012,252685.993,4107284.495
"2018_SJER_3_252000_4107000_image_477",252676.001,4107277.006,252680.995,4107283.994
"2018_SJER_3_252000_4107000_image_477",252673.028,4107276.085,252676.492,4107282.981
"2018_SJER_3_252000_4107000_image_477",252681.517,4107276.061,252685.974,4107278.496
"2018_SJER_3_252000_4107000_image_477",252675.534,4107276.058,252681.92,4107278.488
"2018_SJER_3_252000_4107000_image_477",252646.003,4107306.015,252650.998,4107312.452
"2018_SJER_3_252000_4107000_image_477",252648.502,4107299.531,252657.47,4107306.988
